SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 5.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C[Si](N)N[Si]=O, logP: 0.0, SAScore: 9.0, MolWeight: 9.0
SMILES: CCCCCCCS, logP: 5.0, SAScore: 3.0, MolWeight: 1.0
SMILES: C=CCCl, logP: 2.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C[Sn](C)(Cl)Cl, logP: 3.0, SAScore: 9.0, MolWeight: 2.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 8.0, MolWeight: 7.0
SMILES: CC[C@H](C)CCC[C@H](C)CCCC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 1.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 8.0, MolWeight: 4.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 5.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 4.0
SMILES: OCC(CO)(CO)CO, logP: -2.0, SAScore: 4.0, MolWeight: 2.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 5.0, SAScore: 6.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCC(C(=O)NOS(=O)(=O)O)[C@@]1(S)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 8.0, MolWeight: 5.0
SMILES: CN=C=O, logP: -1.0, SAScore: 5.0, MolWeight: 7.0
SMILES: C=C1C=CC(C(=C)C)CC1=O, logP: 4.0, SAScore: 5.0, MolWeight: 5.0
SMILES: ClC=CCl, logP: 3.0, SAScore: 9.0, MolWeight: 9.0
SMILES: CC(Cl)CCl, logP: 6.0, SAScore: 9.0, MolWeight: 2.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 2.0
SMILES: C=C(C)C=CC=C(C)C, logP: 6.0, SAScore: 7.0, MolWeight: 6.0
SMILES: C[Si](Cl)(Cl)[Si]Cl, logP: 4.0, SAScore: 9.0, MolWeight: 8.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=C(C)C=C(C)C=CC=C(C)C, logP: 5.0, SAScore: 4.0, MolWeight: 1.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 1.0
SMILES: C=CCCCCCCC=CCC, logP: 6.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC(C)(C)Cl, logP: 3.0, SAScore: 4.0, MolWeight: 1.0
SMILES: C[Si](C)(C)O[Si](C)(C)C, logP: 3.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C/C(=C\CC/C=C1/C=C[C@H](C=CC(C)C)C1)C(=O)O, logP: 6.0, SAScore: 6.0, MolWeight: 3.0
SMILES: CC(C)=CCCC(C)C, logP: 6.0, SAScore: 6.0, MolWeight: 6.0
SMILES: Cl[Ga]Cl, logP: -1.0, SAScore: 9.0, MolWeight: 9.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 9.0, MolWeight: 3.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 7.0, MolWeight: 7.0
SMILES: CC(C=CCC(C)CCCC(C)(O)O)=CC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C=CB(C)C, logP: 0.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 7.0
SMILES: ClC=CCl, logP: 5.0, SAScore: 9.0, MolWeight: 7.0
SMILES: Cl[Sn](Cl)Cl, logP: 0.0, SAScore: 9.0, MolWeight: 8.0
SMILES: C=CC(C)=CC, logP: 3.0, SAScore: 5.0, MolWeight: 2.0
SMILES: C=CC(C)=CC, logP: 4.0, SAScore: 5.0, MolWeight: 9.0
SMILES: C=CB(C)O, logP: 1.0, SAScore: 9.0, MolWeight: 5.0
SMILES: OCC(CO)(CO)CO, logP: -2.0, SAScore: 4.0, MolWeight: 1.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 9.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCC(O)C(=O)NO, logP: -2.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C=CC#N, logP: 2.0, SAScore: 5.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 5.0, MolWeight: 2.0
SMILES: C=C1C(O)=CCC2C1C(=O)C1CC3C=CC12CC3, logP: 3.0, SAScore: 7.0, MolWeight: 8.0
SMILES: CC(C)=CC=CC(C)C, logP: 5.0, SAScore: 4.0, MolWeight: 1.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=C[Si](C)(C)Cl, logP: 4.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 6.0
SMILES: C=CC#N, logP: 2.0, SAScore: 5.0, MolWeight: 4.0
SMILES: NCCN, logP: -1.0, SAScore: 3.0, MolWeight: 9.0
SMILES: CC(Cl)CCl, logP: 3.0, SAScore: 6.0, MolWeight: 8.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C=CC(C)C(O)C(C)C)=CC(C)CC(C)C, logP: 6.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 2.0
SMILES: c1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 5.0
SMILES: Cc1cccc(Cl)c1, logP: 4.0, SAScore: 9.0, MolWeight: 5.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 6.0, MolWeight: 5.0
SMILES: CCCCO, logP: 1.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C=CC(C)=CC, logP: 3.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=C(C)C#N, logP: 2.0, SAScore: 4.0, MolWeight: 6.0
SMILES: C=CC(=C)C, logP: 3.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=CCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 9.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 2.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 6.0
SMILES: C[As](=O)(O)O, logP: -2.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C#CC#C, logP: 2.0, SAScore: 5.0, MolWeight: 2.0
SMILES: C=CCC12CCC1CCC2C, logP: 4.0, SAScore: 6.0, MolWeight: 6.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 9.0
SMILES: O=C/C=C1/C=C(C(=O)O)N[C@H](C(=O)O)C1, logP: -1.0, SAScore: 4.0, MolWeight: 9.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 5.0, MolWeight: 4.0
SMILES: [Te]c1ccccc1, logP: 0.0, SAScore: 8.0, MolWeight: 6.0
SMILES: CC(C)=CC=CC(C)=CC=CC(C)C, logP: 6.0, SAScore: 6.0, MolWeight: 3.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 8.0
SMILES: CCSC(C)C, logP: 3.0, SAScore: 5.0, MolWeight: 5.0
SMILES: C=CCCC(C)CCCC, logP: 5.0, SAScore: 3.0, MolWeight: 4.0
SMILES: c1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 1.0
SMILES: C=CC(C)C=CC(C)C, logP: 5.0, SAScore: 5.0, MolWeight: 4.0
SMILES: C=CCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 4.0
SMILES: ClC=CCCl, logP: 3.0, SAScore: 3.0, MolWeight: 9.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCC(N)C(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 8.0
SMILES: OCC(CO)(CO)CO, logP: -2.0, SAScore: 4.0, MolWeight: 9.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 6.0, MolWeight: 4.0
SMILES: CC=CCC=CC(C)C, logP: 5.0, SAScore: 7.0, MolWeight: 7.0
SMILES: CC(Cl)CCl, logP: 4.0, SAScore: 8.0, MolWeight: 8.0
SMILES: C=CC(C)=CCCC(C)C, logP: 5.0, SAScore: 6.0, MolWeight: 7.0
SMILES: ClC=CCCl, logP: 3.0, SAScore: 3.0, MolWeight: 9.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 9.0
SMILES: C=CCCC=CC, logP: 4.0, SAScore: 5.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 5.0, MolWeight: 2.0
SMILES: OCCO, logP: -1.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC=CCC=CCC=CC(C)Cc1ccccc1, logP: 5.0, SAScore: 6.0, MolWeight: 8.0
SMILES: C=CC=CC(CC)CCCC, logP: 6.0, SAScore: 3.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 3.0, SAScore: 8.0, MolWeight: 4.0
SMILES: CC=CCCC=CC(C)C, logP: 4.0, SAScore: 6.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 8.0, MolWeight: 6.0
SMILES: CCC(C)SSC(C)CC, logP: 5.0, SAScore: 4.0, MolWeight: 1.0
SMILES: OB(O)O, logP: -1.0, SAScore: 9.0, MolWeight: 5.0
SMILES: C=CC=CC(=C)C, logP: 3.0, SAScore: 3.0, MolWeight: 2.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 1.0, MolWeight: 1.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CN(C)C=O, logP: 1.0, SAScore: 3.0, MolWeight: 5.0
SMILES: CCC(N)=O, logP: 1.0, SAScore: 2.0, MolWeight: 1.0
SMILES: CCC(C)SS, logP: 4.0, SAScore: 4.0, MolWeight: 4.0
SMILES: OB(O)O, logP: -2.0, SAScore: 9.0, MolWeight: 7.0
SMILES: O=[As](O)O, logP: -1.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C[Si](C)(C=NO)C(=O)[O-], logP: -2.0, SAScore: 8.0, MolWeight: 5.0
SMILES: OCCO, logP: -1.0, SAScore: 3.0, MolWeight: 7.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C=O, logP: 0.0, SAScore: 4.0, MolWeight: 9.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 8.0
SMILES: CC=CCCCC=CC(C)Cc1ccc(O)cc1, logP: 5.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 6.0, MolWeight: 6.0
SMILES: CC=C1C(C)=CC(C)(O)C(C)CCC2(O)CCC(=O)CC12, logP: 5.0, SAScore: 8.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 8.0, MolWeight: 6.0
SMILES: CC=C(C)C=CC=C(C)C=CC=C(C)C=O, logP: 6.0, SAScore: 5.0, MolWeight: 9.0
SMILES: C=CCCC(C)CCCCC, logP: 6.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC=CCCC=CC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 5.0
SMILES: c1ccncc1, logP: 1.0, SAScore: 1.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 5.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 8.0
SMILES: C=CC(CCC(=O)O)C(N)C=CC(C)=CC=CC(C)=CC, logP: 6.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: 7.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 7.0, MolWeight: 4.0
SMILES: C=CB(C)C, logP: 0.0, SAScore: 9.0, MolWeight: 6.0
SMILES: CNC(N)=S, logP: -1.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC=O, logP: -1.0, SAScore: 5.0, MolWeight: 2.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C=O, logP: 0.0, SAScore: 4.0, MolWeight: 2.0
SMILES: Clc1ccccc1, logP: 3.0, SAScore: 1.0, MolWeight: 2.0
SMILES: NC(=O)c1cnccn1, logP: 0.0, SAScore: 3.0, MolWeight: 2.0
SMILES: NC=O, logP: -1.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C=CCCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 6.0
SMILES: c1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 4.0
SMILES: [N-]=[As], logP: 1.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C=CC(O)CC=CC, logP: 3.0, SAScore: 5.0, MolWeight: 5.0
SMILES: C=O, logP: 0.0, SAScore: 4.0, MolWeight: 9.0
SMILES: C=CC=CC=CC=C, logP: 3.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CN=C=S, logP: 1.0, SAScore: 5.0, MolWeight: 4.0
SMILES: CCCCP(C)(=O)CCC, logP: 6.0, SAScore: 3.0, MolWeight: 6.0
SMILES: C=C1CC2C=CC1C2, logP: 3.0, SAScore: 7.0, MolWeight: 9.0
SMILES: OCC1OC(O)C(O)C(O)C1OC1OCC(O)C(O)C1O, logP: -2.0, SAScore: 9.0, MolWeight: 1.0
SMILES: CCCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 7.0
SMILES: CN(C)C=O, logP: -1.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCC(N)C(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 8.0
SMILES: C=CCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 8.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C=CCC(C)(C)C=C, logP: 4.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=CCCCC=CCCC, logP: 6.0, SAScore: 3.0, MolWeight: 7.0
SMILES: C[As](C)(=O)O, logP: 0.0, SAScore: 7.0, MolWeight: 1.0
SMILES: CCC(C)SSC(C)C, logP: 5.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCC(N)C(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 4.0
SMILES: C1COC1, logP: 0.0, SAScore: 1.0, MolWeight: 6.0
SMILES: NCCN, logP: -1.0, SAScore: 3.0, MolWeight: 1.0
SMILES: NC=O, logP: 0.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C=CC(=CCC)CC, logP: 4.0, SAScore: 3.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 1.0, SAScore: 6.0, MolWeight: 4.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C=CCCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 2.0
SMILES: O=CO, logP: 0.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CCC=C(C)CC, logP: 4.0, SAScore: 3.0, MolWeight: 8.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CC=C1CC2CC1C2(C)C, logP: 4.0, SAScore: 9.0, MolWeight: 2.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 8.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 1.0, MolWeight: 8.0
SMILES: C=O, logP: 0.0, SAScore: 4.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 7.0, MolWeight: 7.0
SMILES: NCCN, logP: -1.0, SAScore: 3.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCC(C(=O)NOS(=O)(=O)O)[C@@]1(S)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 7.0, MolWeight: 1.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 8.0
SMILES: ClC=CCl, logP: 4.0, SAScore: 5.0, MolWeight: 5.0
SMILES: C=CC(C)=CC=CC(C)C, logP: 6.0, SAScore: 4.0, MolWeight: 5.0
SMILES: C=CCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 6.0
SMILES: NC(N)=O, logP: -1.0, SAScore: 2.0, MolWeight: 2.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 6.0, MolWeight: 6.0
SMILES: ClC=CCl, logP: 3.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=CCSSCC, logP: 4.0, SAScore: 6.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 5.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 7.0, MolWeight: 4.0
SMILES: C=CC(C)CCCC(C)C, logP: 5.0, SAScore: 7.0, MolWeight: 2.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -2.0, SAScore: 5.0, MolWeight: 4.0
SMILES: C=CCCCCC, logP: 5.0, SAScore: 5.0, MolWeight: 8.0
SMILES: CC=CCCCC=CC(=O)OC, logP: 5.0, SAScore: 7.0, MolWeight: 6.0
SMILES: C=CC=O, logP: 1.0, SAScore: 3.0, MolWeight: 2.0
SMILES: CO, logP: 0.0, SAScore: 4.0, MolWeight: 3.0
SMILES: CC(Cl)C=CCl, logP: 4.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 4.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 1.0
SMILES: [O-][S+]CCCCN=C=S, logP: 2.0, SAScore: 8.0, MolWeight: 2.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 9.0
SMILES: C=CC(=C)C, logP: 3.0, SAScore: 3.0, MolWeight: 7.0
SMILES: CC=CCCC=CC(C)C, logP: 4.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 2.0
SMILES: CC(=O)C=O, logP: 0.0, SAScore: 2.0, MolWeight: 7.0
SMILES: CC(C)=CC=CC(C)C, logP: 5.0, SAScore: 6.0, MolWeight: 5.0
SMILES: CC(C)=CC=CC(C)C, logP: 5.0, SAScore: 5.0, MolWeight: 6.0
SMILES: O=C(NO)C(O)CC[S+][O-], logP: -1.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C=CCSSCC, logP: 4.0, SAScore: 5.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 7.0
SMILES: N#CCC#N, logP: 0.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C#CCO, logP: 0.0, SAScore: 3.0, MolWeight: 2.0
SMILES: CCCCCCCCSC#N, logP: 6.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 5.0, SAScore: 8.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C#N, logP: 0.0, SAScore: 5.0, MolWeight: 8.0
SMILES: C#CCO, logP: 0.0, SAScore: 5.0, MolWeight: 9.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 8.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 9.0, MolWeight: 7.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)CC)C[C@H]1C(=C)C, logP: 5.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C[As](=O)(O)O, logP: -2.0, SAScore: 8.0, MolWeight: 5.0
SMILES: c1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: 3.0
SMILES: NC=O, logP: -1.0, SAScore: 4.0, MolWeight: 8.0
SMILES: O=C[O-], logP: -2.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=C[Si](C)(C)Cl, logP: 4.0, SAScore: 8.0, MolWeight: 8.0
SMILES: O=C[O-], logP: -2.0, SAScore: 5.0, MolWeight: 3.0
SMILES: CCCSSCCC, logP: 5.0, SAScore: 3.0, MolWeight: 8.0
SMILES: NC=O, logP: -1.0, SAScore: 4.0, MolWeight: 6.0
SMILES: C=CC(=C)CCCC, logP: 5.0, SAScore: 3.0, MolWeight: 9.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=CNc1ccc(F)cc1F, logP: -2.0, SAScore: 7.0, MolWeight: 2.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 8.0, MolWeight: 5.0
SMILES: CCCP(C)(=O)CCC, logP: 5.0, SAScore: 3.0, MolWeight: 1.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 4.0
SMILES: ClP(Cl)Cl, logP: 5.0, SAScore: 9.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 1.0, SAScore: 6.0, MolWeight: 6.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)CC)C[C@H]1C(=C)C, logP: 5.0, SAScore: 9.0, MolWeight: 9.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -1.0, SAScore: 5.0, MolWeight: 1.0
SMILES: CC1CCC2C(C)(C)C3CC12CCC3(C)O, logP: 5.0, SAScore: 7.0, MolWeight: 1.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 8.0
SMILES: Nc1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C[As](C)(=O)O, logP: 1.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 2.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 1.0
SMILES: CN=C=O, logP: -1.0, SAScore: 5.0, MolWeight: 7.0
SMILES: C=CCCl, logP: 3.0, SAScore: 5.0, MolWeight: 7.0
SMILES: CN=C=O, logP: 0.0, SAScore: 5.0, MolWeight: 2.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 3.0, SAScore: 7.0, MolWeight: 1.0
SMILES: C=C(Cl)Cl, logP: 3.0, SAScore: 4.0, MolWeight: 8.0
SMILES: ClC=CCl, logP: 6.0, SAScore: 6.0, MolWeight: 2.0
SMILES: CC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 7.0
SMILES: CO, logP: 0.0, SAScore: 4.0, MolWeight: 2.0
SMILES: CCC(C)SSC(C)CC, logP: 6.0, SAScore: 5.0, MolWeight: 7.0
SMILES: CCCCCP(=O)(S)CCCC, logP: 6.0, SAScore: 3.0, MolWeight: 9.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 5.0, MolWeight: 5.0
SMILES: CC(C)C(BO)N=C=O, logP: -1.0, SAScore: 9.0, MolWeight: 7.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 5.0
SMILES: C/C1=C\C=C\C(=O)C(C(C)C(=O)[C@H](O)C=CC(C)C)CC1, logP: 6.0, SAScore: 7.0, MolWeight: 8.0
SMILES: C=CCC#N, logP: 2.0, SAScore: 4.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCC(N)C(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 3.0
SMILES: NC=O, logP: 0.0, SAScore: 5.0, MolWeight: 2.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 2.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 5.0, MolWeight: 7.0
SMILES: CC(C)SSC(C)C, logP: 3.0, SAScore: 5.0, MolWeight: 1.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 1.0, SAScore: 7.0, MolWeight: 9.0
SMILES: C=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C, logP: 4.0, SAScore: 6.0, MolWeight: 1.0
SMILES: CC=C(Cl)CCl, logP: 5.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C=CCC(C)C, logP: 3.0, SAScore: 3.0, MolWeight: 2.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCN, logP: 1.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C=CC(C)C, logP: 3.0, SAScore: 3.0, MolWeight: 6.0
SMILES: C=CCCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 8.0
SMILES: ClB(Cl)Cl, logP: 2.0, SAScore: 8.0, MolWeight: 7.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C#CCO, logP: 1.0, SAScore: 3.0, MolWeight: 2.0
