SMILES: C/C=C(\C)C(=O)O[C@@H]1C2=CC(OC)=C(OC)C(=O)C23COc2c4c(cc(c23)[C@@H](OC(=O)c2ccccc2)[C@H](C)[C@]1(C)O)OCO4, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)NCCCNCCCCNCCCNC(=O)/C=C/c2c(C)oc3c(C)c4oc(=O)cc(C)c4cc23)c(C)c1C, logP: 6.0, SAScore: 5.0, MolWeight: N/A
SMILES: CSCC[C@H](NC(=O)Cc1ccc(O)c(O)c1)C(=O)NCCc1ccc(O)c(O)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CCc1cc(CC=C(C)C)c(O)c(CCC(C)C)c1, logP: -2.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)CNC(=O)[C@H](C)NC(=O)CCc1ccc(O)c(O)c1, logP: -2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)CC(NP(C)(=O)OC(C)C)C(=O)OCC, logP: 0.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@@H]1c2cc3c(c4c2C2(CO4)C(=O)C(OC)=C(OC)C=C2[C@@H](OC(=O)c2ccccc2)[C@@](C)(O)[C@H]1C)OCO3, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -1.0, SAScore: 7.0, MolWeight: N/A
SMILES: C=C[C@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1, logP: 5.0, SAScore: 7.0, MolWeight: N/A
SMILES: COC(=O)CCCC(=O)OC, logP: 1.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=O)[C@@H](NC(=O)OC3CC(C)(C)N([O])C(C)(C)C3)C(C)O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O, logP: 2.0, SAScore: 5.0, MolWeight: N/A
SMILES: COc1cc(C(O)C(CO)Oc2c(OC)cc([C@@H]3OC[C@@H]4C(=O)OC[C@@H]43)cc2OC)ccc1O, logP: 2.0, SAScore: 5.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CCCCNC(=O)COc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2O)cc1)C(=O)O, logP: -1.0, SAScore: 5.0, MolWeight: N/A
SMILES: COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1, logP: 1.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC1=C(C)C(=O)O[C@H]([C@](C)(O)[C@]2(O)CC[C@@]3(O)[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1, logP: 4.0, SAScore: 6.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21, logP: 1.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC(C)=CCc1cc(CCc2cc(O)c(CC=C(C)C)c(O)c2)cc(O)c1O, logP: -2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)CCC(=O)OC, logP: -1.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1\C=COC1=O, logP: 3.0, SAScore: 5.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)c(C)c1, logP: 5.0, SAScore: 1.0, MolWeight: N/A
SMILES: C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)OC4=O)[C@@H](CCC(=O)O)[C@@H]3C, logP: 4.0, SAScore: 7.0, MolWeight: N/A
SMILES: CCCC[Sn](Cl)(CCCC)CCCC, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCN1C[C@]2(C)CC[C@H](OC)[C@]34C1[C@H]([C@@H](O)[C@H]23)[C@@]1(O)CC[C@H]2C[C@@H]4[C@@H]1C(=O)O2, logP: 1.0, SAScore: 8.0, MolWeight: N/A
SMILES: COC(=O)[C@]1(O)C[C@@H](O)[C@@H](OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1, logP: 1.0, SAScore: 5.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1[C@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C[C@]2(C)O, logP: -1.0, SAScore: 8.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)c(C)c1, logP: 5.0, SAScore: 1.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COCC1=C2CC[C@H]3[C@@H]4C[C@H](C)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1=O, logP: 3.0, SAScore: 7.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CCCCNC(=O)COc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2O)cc1)C(=O)O, logP: 0.0, SAScore: 7.0, MolWeight: N/A
SMILES: COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: CC(C)(C)N(CC(=O)O)C(=O)CCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1cc(OC)c(O)c(OC)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 9.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)c1ccc(NC(=O)C(C(=O)NCCCCCCCCCCC(=O)N2CCNC2=O)C(C)CC)cc1, logP: 3.0, SAScore: 5.0, MolWeight: N/A
SMILES: C[C@H](O)[C@H](C)C1=C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC(=O)Cc1cc(O)cc2c1CC(C)C(O)(C(C)C(=O)/C(C)=C/C(C)=C/C(C)C(C)O)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](O)C(=O)O, logP: -2.0, SAScore: 1.0, MolWeight: N/A
SMILES: CO[C@H]1[C@H]2C3N(C)C[C@]4(OC)[C@H](O)C[C@H](OC)[C@@]3([C@@H]3C[C@@]5(O)[C@H](OC(=O)c6ccccc6)[C@@H]3[C@]2(O)[C@@H](O)[C@@H]5OC)[C@H]14, logP: 0.0, SAScore: 7.0, MolWeight: N/A
SMILES: COc1cc(C[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O, logP: -2.0, SAScore: 7.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)C1=C3c4ccccc4S(=O)(=O)N3CC1)C2, logP: 3.0, SAScore: 7.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccc([N+](=O)[O-])cc2)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\CC/C(C)=C/CCC1(C)CCc2cc(O)cc(C)c2O1)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(CC(C)O)cc(C(C)C)c1O, logP: -1.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CCc1c(O)c(CN(C)C)c2oc3c(CN(C)C)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O, logP: -2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)NCC1CC(C)(C)N([O])C1(C)C)CCC(C)(C(=O)NCC1CC(C)(C)N([O])C1(C)C)O2, logP: 2.0, SAScore: 8.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CSCc1ccccc1)NC(=O)CCc1ccc(C(C)C)c(O)c1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCCCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](/C=C(\C)[C@@H](C)CC=C(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: -1.0, SAScore: 7.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@@]21C=C(C(=O)c2ccc(O)c(OC)c2)C(=O)O1, logP: -1.0, SAScore: 8.0, MolWeight: N/A
SMILES: CCC1CC2CC3(C1)C(C)CC(OC2=O)C1C2(C)CCC(O)C(C)(C)C2CCC13OC(C)=O, logP: 5.0, SAScore: 9.0, MolWeight: N/A
SMILES: CCO[C@H](c1ccc(O[C@@H](CO)[C@@H](OC)c2ccc(O)c(OC)c2)c(OC)c1)[C@H](CO)c1ccc(O)c(OC)c1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)O[C@@H]1COC(=O)/C1=C/C[C@@H]1C(C)CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@]21C, logP: 3.0, SAScore: 5.0, MolWeight: N/A
SMILES: CCN1C[C@]2(COC)CC[C@H](OC)[C@]34C1[C@H](C[C@H]23)[C@]1(O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@H](C[C@H]24)[C@@H](OC)[C@@H]1O, logP: 2.0, SAScore: 9.0, MolWeight: N/A
SMILES: C=CC(C)(C)c1[nH]c2c(CC=C(C)C)cc(C)c(O)c2c1/C=C1\NC(=O)[C@H](C)NC1=O, logP: 5.0, SAScore: 5.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)CC[S+]([O-])CCCN=C=S, logP: 1.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccc(F)cc2)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)N[C@@H](CCC(N)=O)C(=O)NCCC1CCN(Cc2ccccc2)CC1, logP: 1.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CCCC(C)C(=O)/C=C/C(C)(C)O, logP: 5.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@H]1c2cc3c(c(OC)c2-c2c(cc(OC)c(OC)c2O)[C@H](OC(=O)/C(C)=C/C)[C@@]2(CO2)[C@H]1C)OCO3, logP: 5.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC(C)C[C@@H]1NC(=O)[C@H](Cc2cnc[nH]2)NC1=O, logP: -1.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)CCC(=O)OC, logP: 1.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@@H]1c2cc3c(c4c2C2(CO4)C(=O)C(OC)=C(OC)C=C2[C@@H](OC(=O)c2ccccc2)[C@@](C)(O)[C@H]1C)OCO3, logP: 4.0, SAScore: 9.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: N/A
SMILES: CCCCCCCCCCCCc1ccccc1, logP: 6.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)CNC(=O)CCC(=O)NO, logP: -1.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)(C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O, logP: -1.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=CC(C)(O)CC(O)[C@]1(C)C2=C([C@H](OC(C)=O)C[C@@H]1C)[C@@](C)(COC(C)=O)C(=O)CC2, logP: 4.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC(=O)O[C@H](C)C/C(C)=C/C[C@@]12C[C@@H](CC=C(C)C)[C@](C)(O)[C@H]1[C@H](O)C2=O, logP: 4.0, SAScore: 8.0, MolWeight: N/A
SMILES: C=Cc1c(C)c2cc3nc4c5c6[nH]c(cc7nc(cc1[nH]2)C(C)=C7CC)c(C)c6C(=O)[C@@]5(O)C(=O)CC[C@H]4[C@@H]3C, logP: 6.0, SAScore: 9.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -1.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O, logP: 2.0, SAScore: 6.0, MolWeight: N/A
SMILES: C=CC(C)(O)CC(O)[C@]1(C)C2=C([C@H](OC(C)=O)C[C@@H]1C)[C@@](C)(COC(C)=O)C(=O)CC2, logP: 5.0, SAScore: 7.0, MolWeight: N/A
SMILES: CCC1C[C@@H]2[C@H](CC[C@]3(C)[C@H]2CC[C@@H](O)[C@@]3(C)CO)OC1=O, logP: 2.0, SAScore: 8.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@@H]1C2=CC(OC)=C(OC)C(=O)C23COc2c4c(cc(c23)[C@@H](OC(=O)c2ccccc2)[C@H](C)[C@]1(C)O)OCO4, logP: 4.0, SAScore: 7.0, MolWeight: N/A
SMILES: O=C(O[C@H]1[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC[C@H]2O[C@@H]1SCCO)c1cc(O)c(O)c(O)c1, logP: 3.0, SAScore: 8.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@H]1[C@@](C)(O)[C@@H](C)[C@H]2O[C@@]13CC(=O)C(OC)=C(OC)C31COc3c4c(cc2c31)OCO4, logP: 4.0, SAScore: 9.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -1.0, SAScore: 9.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)=O)c(O)c(C)c1O, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: N/A
SMILES: Cc1nc(/C=[N+](\[O-])C(C)(C)C)c(C)nc1/C=[N+](\[O-])C(C)(C)C, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C=C(/C)C(=O)O[C@@H]1C2=CC(OC)=C(OC)C(=O)C23COc2c4c(cc(c23)[C@@H](OC(=O)c2ccccc2)[C@H](C)[C@]1(C)O)OCO4, logP: 4.0, SAScore: 6.0, MolWeight: N/A
SMILES: CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(S)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2n1, logP: 0.0, SAScore: 5.0, MolWeight: N/A
SMILES: COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1, logP: 1.0, SAScore: 6.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1[C@H](OC(C)=O)C[C@]2(C)O, logP: -2.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(N)=O, logP: -2.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=Cc1c(C)c2cc3nc4c5c6[nH]c(cc7nc(cc1[nH]2)C(C)=C7CC)c(C)c6C(=O)[C@@]5(O)C(=O)CC[C@H]4[C@@H]3C, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C[Se]C(=O)c1ccc(C(=O)[Se]C)cc1, logP: 1.0, SAScore: 4.0, MolWeight: N/A
SMILES: C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](COC(=O)/C=C/c3ccc(O)c(O)c3)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O, logP: -1.0, SAScore: 5.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@@]12OC(=O)[C@@]3(O)C[C@@H](O1)c1c(cc(O)c(C)c1O)[C@@]23C, logP: 5.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC[C@@H]1C[C@]2(C)C[C@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)CC[C@@]12O, logP: 1.0, SAScore: 8.0, MolWeight: N/A
SMILES: C[C@H](C1=CC[C@H](O)[C@H](O)[C@H]1O)[C@@H](C)O, logP: 0.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)O)[C@@H](C)O)[C@@H](C)CC, logP: 0.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC(C)(C)c1cc(CN[C@H]2C[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)cc(C(C)(C)C)c1O, logP: -1.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCN(CC)CC(=O)NC1CC(c2ccccc2)Oc2c(C)c(C)c(O)c(C)c21, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1cc([C@H](OC)c2ccc(O[C@@H]3O[C@H](COC(=O)c4cc(O)c(O)c(O)c4)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O, logP: 0.0, SAScore: 6.0, MolWeight: N/A
SMILES: C=CC(C)(C)c1[nH]c2c(CC=C(C)C)cc(CC=C(C)C)cc2c1/C=c1\[nH]c(=O)c(=C)[nH]c1=O, logP: 4.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC(C)=CC[C@H]1C[C@@]23C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c4ccc(O)c(O)c4)=C2OC1(C)C)C3=O, logP: 4.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)O, logP: -1.0, SAScore: 5.0, MolWeight: N/A
SMILES: C[C@@H](O)[C@H](NCCC(=O)N1c2ccccc2C=Cc2ccccc21)C(=O)O, logP: 3.0, SAScore: 5.0, MolWeight: N/A
SMILES: C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O, logP: 0.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC(=O)CCc1c(C)cc(O)c2c1C(=O)OC2(C)C, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)=C[C@H]1NC(=O)C(Cc2ccccc2)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC1=O, logP: -1.0, SAScore: 8.0, MolWeight: N/A
SMILES: C[C@]12C[C@H]3C[C@@]3(C)C1=C(O)C(=O)c1c2c(O)c2oc(CO)cc2c1O, logP: 3.0, SAScore: 9.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OCCCN2CCOCC2)c(C)c1, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C(C)NC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 4.0, SAScore: 5.0, MolWeight: N/A
SMILES: Cc1cc2c(C(C)C)ccc(C)c2cc1O, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1ccc2c(c1)[C@@H]1CN(C(=O)OCc3ccccc3)CC[C@@H]1N2, logP: 3.0, SAScore: 4.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21, logP: 2.0, SAScore: 8.0, MolWeight: N/A
SMILES: O=C(O[C@H]1[C@H](O)[C@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC[C@@H]1[C@H]2O)c1cc(O)c(O)c(O)c1, logP: 2.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2, logP: -2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)CC[Se]c1ccc(N)cc1, logP: 0.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccccc2N)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)CCc1ccc(O)cc1, logP: 2.0, SAScore: 1.0, MolWeight: N/A
SMILES: C/C(=C\Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)c(O)c2)c1O)CC(=O)/C=C/c1ccc(O)cc1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CO[C@]1(CO)O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 1.0, SAScore: 5.0, MolWeight: N/A
SMILES: CCOC(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](C)C(=O)OC, logP: -2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCN1C[C@]2(COC)CC[C@H](OC)[C@]34C1[C@H]([C@H](O)[C@H]23)[C@]1(OC)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@H](C[C@H]24)[C@@H](OC)[C@@H]1O, logP: 2.0, SAScore: 6.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 3.0, SAScore: 3.0, MolWeight: N/A
SMILES: CO[C@@H](c1ccc(O)c(O)c1)[C@H](C)[C@H](C)Cc1cc(C)c(O)c(C)c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
