SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCS)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc2c(cc1O)CCC(C)(CC(N)C(=O)O)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)Cc1cc(O)cc(C)c1OC(=O)CCC(=O)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: C=CC(C)(C)c1c(O)c(CC=C(C)C)c2oc3cc(O)c(O)cc3c(=O)c2c1O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)C[Se]C(=O)c1ccc(Cl)cc1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\CCC1(C)CCc2cc(O)cc(C)c2O1)CC/C=C(\C)C(=O)O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)C(Cc1ccc(O)cc1)NC(=O)Cc1cc(C)c(O)c(O)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC1=C[C@@H](c2cc(O)cc(O)c2)[C@@H](c2ccc(O)cc2)[C@@H]1C, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/CC/C(C)=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(C(=O)NC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)c1c(Nc2ccccc2)cc2c(c1[N+](=O)[O-])C[C@@H]1[C@](C)(CCC[C@@]1(C)C(=O)O)C2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)cc(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](C)NC(=O)/C=C/c1ccc(C(C)(C)C)c(O)c1C(=O)/C=C/c1ccc(OC(C)=O)c(OC)c1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2cccc(F)c2)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@H]1c2cc3c(c(OC)c2-c2c(cc(OC)c(OC)c2O)[C@H](OC(=O)/C(C)=C/C)[C@@]2(CO2)[C@H]1C)OCO3, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2cccc(C)c2)ccc1O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\c1c(C)c(O)cc2c1[nH]c1c(O)ccc(C)c12)CCC(C)C, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=CC(C)(CC/C=C(\C)CC/C=C(\C)[C@@H](O)[C@H](O)C=C(C)C)Oc1ccc(O)cc1CC(=O)OC, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)C(Cc1ccc(O)cc1)NC(=O)CCCC[C@@H]1CCSS1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1cc([C@H](OC)[C@H](COC(=O)c2ccc(O)cc2)Oc2ccc(/C=C/COC(=O)c3ccc(O)cc3)cc2OC)ccc1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CCc1c(O)cc(O)c(C(=O)/C=C/c2ccc(O)c(O)c2)c1O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/CC/C(C)=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C\Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O)CCCC(C)(C)O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C=C(/C)C(=O)Oc1c(C(C)=O)c(O)c(OC)c2c1[C@@H](C)CC=C2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O)C(C)C, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/CC/C(C)=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC[C@H](C)CC/C(C)=C/c1c(C)c(O)cc2c1[nH]c1c(O)ccc(C=O)c12, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cc(C)c(O)c(C)c1C)CCC3, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O)CCCC(C)(C)O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)CCc2ccc(O)c(O)c2)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc([C@H](OC)[C@H](COC(=O)c2ccc(O)cc2)Oc2ccc(/C=C/COC(=O)c3ccc(O)cc3)cc2OC)ccc1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)/C=C(O)/C(=C\c1ccc(O)c(O)c1)c1c(O)cc(/C=C/c2ccc(O)c(O)c2)oc1=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)N[C@@H](CCC(=O)NCCC[Se]C#N)C(=O)NCCc1ccc(C)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C1=C(C)NC(=S)NC1c1cc(C)c(O)c(O)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(=O)Cc1c(C)c2c(c(C)c1O)OC(C)(/C=[N+](\[O-])C(C)(C)C)CC2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1ccc2c(c1OC)-c1c(OC)c(OC)c(CN)c3c1C(C2)N(C)CC3, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCCN1CCc2cc3oc(=O)n(C)c3cc2C1c1ccc(C)c(O)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1nc(C)c(C)nc1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)Cn1nnc2c(N)c([C@H](C)CO)c(C)c(C)c21, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(C)=O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CCC[C@@H](C)C1=CC(=O)C(C)=C(O)C1=O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CCC/C=C(\C)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)c1ccc(NC(=O)Cc2cc(O)c(O)c(O)c2)cc1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc([C@H](OC)[C@H](COC(=O)c2ccc(O)cc2)Oc2c(O)cc(/C=C/c3ccc(O)c(O)c3)oc2=O)ccc1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1c(C)c(C)c2c(c1C)CCC(C)(/C=[N+](\[O-])C(C)(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)(C)C1(C)N=C(c2ccc(S(C)(=O)=O)cc2)NC1=O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCc1ccc2[nH]c3c(c2c1)CCNC3c1cc(C)c(O)c(O)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCc1ccc(-c2c(C)[nH]c(=O)n2Cc2ccccc2)cc1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1cc(C)c(O)cc1C/C=C(\C)CC(=O)/C=C(/C)C(O)CC(C)(O)C(=O)/C=C/C(C)(C)O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)C(=O)N(Cc1cc(F)cc(F)c1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\CCC1(C)CCc2cc(O)cc(C)c2O1)CC/C=C(\C)C(=O)O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCNCc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3c(CC=C(C)C)c(OC)c(O)cc3oc12, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)c1cc2c(c(O)c1O)[C@@]1(C=O)CCCC(C)(C)[C@@H]1CC2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1ccc(C(=O)Oc2c(C)cc(C)c(O)c2C)cc1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C(Cc1ccc(O)c(O)c1)NC(=O)Cc1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC1=CCC[C@H]2[C@](C)(Cc3cc(C)c(O)c(C)c3O)[C@@H](C)CC[C@]12C, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)[C@@H](NC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)C(C)C, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1Cl, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/CC/C(C)=C/C(O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O)CCCC(C)(C)O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccccc2N)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccccc2N)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc([C@H]2C[C@H]3CC[C@@H]2C3)n(O)c(=O)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccc(O)c(O)c2)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CC(C=O)[C@@H](C)CCC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1Cl, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CCc1c(O)cc2oc3c(O)c(O)ccc3c(=O)c2c1O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(=O)NC(C)(C)c1ccc(C(CS(C)(=O)=O)C(=O)NC(C)(C)C)cc1[N+](=O)[O-], logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CCc1cc(CCc2cc(O)c(C)c(C)c2O)ccc1O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C\Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O)CCCC(C)(C)O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)c1cc(C2NC(=O)CS2)cc(C(C)(C)C)c1O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\c1c(C)c(O)cc2c1[nH]c1c(O)ccc(C)c12)CCC(C)C, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CSCc1ccccc1)NC(=O)CCc1ccc(C(C)=O)c(O)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)cc(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C(C)c1ccc(-c2ccc(O)c(CN3CCN(C)CC3)c2)c(F)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCS)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)COC(=O)Cc1cc(O)cc2c1C(=O)[C@H](O)[C@@H](c1ccc(O)c(O)c1)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)CCc2ccc(O)c(O)c2)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CCSC)NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CCC/C(C)=C/Cc1cc(O)c(Br)cc1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCCCN(CCCC)Cc1ccc(NC(=O)CCc2ccc(C)c(C)c2)cc1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/CC/C(C)=C/C(O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)C1=C(C)N(NC(=O)OC(C)(C)C)C23c4cc5c(cc4CCN2Cc2c(ccc(OC)c2OC)C13)OCO5, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O)C(C)C, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CCC/C(C)=C/CNc1ccc(C)c(C)c1O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O)C(C)C, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc2c(cc1O)CCC(C)(CCC(=O)N[C@@H](C)C(=O)O)O2, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)/C=C/c1cc(OC)c(O)c(OC)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)Cc1cc(O)cc2oc(-c3cc(C)c(O)c(O)c3)cc(=O)c12, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)[C@@H]1CC(=O)c2sccc2[C@H]1c1cc(C)cc(OC)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1cc2c(cc1O)CCC(C)(CC(=O)N[C@@H](C)C(=O)O)O2, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(=O)/C=C/c1c(O)cc2oc(-c3ccc(O)c(O)c3)cc2c1O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=CC(C)(C)c1[nH]c2ccc(C[C@@H](O)C(C)(C)O)cc2c1/C=C1\NC(=O)[C@H](C)NC1=O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(-c2ccccc2)nc2ccc(C(C)C)cc12, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O)CCCC(C)(C)O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OCCCN[C@@H]2CCCC[C@H]2O)c(C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(-c2ccccc2)nc2ccc(C(C)C)cc12, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c(C(=O)C(C)C)c1O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCNC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1ccccc1CN(C)CCCCCCNC1=CC(=O)C(NCCCNC(=O)CCCCC2CCSS2)=CC1=O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOP(=O)(OCC)C(C)(C)/[N+]([O-])=C/c1cc(C)c(O)c(C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(=O)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3/C(=N/NC(C)=O)C[C@@H]12, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)Cc1cc(O)cc2oc(-c3cc(O)c(O)c(O)c3)cc(=O)c12, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1ccc(S(=O)(=O)CC(C2C(N)=NC(=S)N=C2N)S(=O)(=O)c2ccc(C)cc2)cc1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
