SMILES	 logP	 SAScore
 Cc1ccccc1C(=O)Nc1cccc2c1C(=O)N(Cc1ccccc1)C2	4	2
 Nc1cc(Br)cn2c(-c3ccccc3)cnc12	4	2
 Cc1ccc(C(C)C)c(OC(=O)c2ccccc2Nc2cccc(C)c2C)c1	6	2
 CN(C)C(=O)c1cccc(C(=O)N(Cc2ccc(F)cc2)c2ccccn2)c1	4	2
 O=S(=O)(CC1=NCCO1)c1n[nH]cc1-c1ccc(Cl)cc1	2	3
 CCOC(=O)C1=C(C)NC(N)=C(C#N)C1C1=C(O)C(=O)c2ccccc2C1=O	2	3
 COc1c(C)cc(O)cc1C/C=C(\C)CC(=O)/C=C(/C)CCCC(C)C(=O)/C=C/C(C)(C)O	6	4
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)N(O)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 COc1ccc2[nH]cc(CCNC(C)=O)c2c1	2	2
 CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C	4	4
 C/C(=N\Nc1ccc(C)cc1)c1cc2c(C)cc(=O)oc2c(/C(C)=N/Nc2ccc(C)cc2)c1O	6	3
 COc1cccc(CNC(=O)CN2CCN(c3ccc([N+](=O)[O-])cn3)CC2)c1	2	2
 CCCCC1CCCOC(C(=O)NCc2cc(C)n(C)n2)(C(F)(F)F)C1	4	4
 CC(C)(C)c1cc(C=CC(=O)Nc2nc(N)nc(N)n2)cc(C(C)(C)C)c1O	2	3
 CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O	2	4
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2ccc(N)cc2)ccc1O	4	4
 COc1ccc(-c2coc3cc(OC)cc(O)c3c2=O)cc1	4	2
 CC(=O)CCCCCCCCCCCC[C@H]1CC[C@@H](OC(C)=O)[C@@H](C)N1	6	4
 CCOC(=O)CCCOc1ccc(C(=O)/C=C/c2c[nH]c3ccccc23)cc1	4	2
 CC(C)=CCC[C@@H](C)C1=CC(=O)C(C)=C(O)C1=O	4	4
 CC(=O)NC12CC3CC(C1)CC(C(=O)Nc1c(C)n(C)n(-c4ccccc4)c1=O)(C3)C2	2	4
 O=C(O)C1C2CCC(C2)C1C(=O)NCCc1ccccc1	2	4
 CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O	4	4
 COc1ccc(NC(=O)c2ccc(NC(=S)NC(=O)C=Cc3ccco3)cc2)cc1	4	2
 O=[N+]([O-])c1cccc(C2CC(c3ccc4[nH]c5c(c4c3)CCCC5)=NN2)c1	4	3
 CC(C(=O)NNC(=O)NNC(=O)NOCc1ccccc1)c1cccc(Oc2ccccc2)c1	4	3
 CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C	4	3
 CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC	2	4
 COc1ccc(-n2c(SCC(=O)Nc3ccccc3)nnc2-c2ccccc2Br)cc1	6	2
 Cc1ccc([C@H]2[C@H](CO)CN(Cc3ccccc3)C[C@H]2ON2C(C)(C)CCCC2(C)C)cc1	6	4
 CC(=O)c1c(C)nc(SCC(=O)Nc2ccc(OC(O)c3ccc(Cl)cc3)cc2)n1-c1ccc(Cl)cc1	6	3
 CCCCN(CC)C(=O)SCC	2	3
 CC(=O)c1cc(NC(=O)c2ccccc2)c(=O)oc1C	2	2
 CC12CCC3c4ccc(OP(=O)(N5CC5)N5CC5)cc4CCC3C1CCC2O	4	4
 CC(OC1OCCN(Cc2ccccc2)C1c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	6	4
 O=c1[nH]c(=S)[nH]c2c1C(c1ccccc1Cl)Nc1nc3c(cc1-2)-c1[nH]c(=S)[nH]c(=O)c1C(c1ccccc1Cl)N3	6	4
 CC1(C)C=C([N+](=O)[O-])CC(C)(C)N1	2	3
 COc1cc(/C=C/C(=O)c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC	4	2
 CC(C)c1ccc(-c2nsc(-c3ccc(C(C)C)cc3)n2)cc1	6	2
 COc1cc2c(cc1O)C1(O)c3ccccc3C(=O)N1CC2	2	3
 CC1(C)CCCC2(C)C(CS(=O)c3ccccc3)=C(C=O)CCC12	4	4
 Cc1ccc(-c2csc(N/N=C/c3ccc(Cl)cc3Cl)n2)cc1	6	2
 CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1	2	4
 CC(C)(C)c1cc(/C=[N+](\[O-])Cc2ccccc2)cc(C(C)(C)C)c1O	6	3
 Cc1ccc(N2C(=O)c3cccnc3C2=O)cc1	2	2
 C=CCCCCCCCCCCCCC(=O)NCCc1c[nH]c2ccccc12	6	2
 Cc1ccc2oc(=O)ccc2c1N1CC=CC1	2	3
 Cc1ccc(C(C)(C)COCc2ccc(C(=O)Nc3ccccc3F)cc2)cc1	6	2
 CC1(C)C(=O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12	6	4
 O=C(COc1cc2ccccc2oc1=O)c1ccc2ccccc2c1	4	2
 CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO	2	4
 CCN(CC)C(=O)c1cccc(NC(=O)C2CCCN(S(=O)(=O)c3ccc(Cl)cc3)C2)c1	4	3
 Cc1cccc(OCCCC(=O)Nc2ccccc2C(=O)Nc2ccccc2C(=O)O)c1C	6	2
 Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2	2	3
 COc1ccc(/C=C/C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)O)c2cc(-c3ccc(O)c(O)c3)oc12	4	3
 COc1ccc(-n2cnc3ccc(OC)cc3c2=O)cc1	2	2
 COc1cc(CCN(CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)CC2=CC(C)(C)N(O)C(C)(C)C2)ccc1C	6	4
 Cc1ccccc1-c1noc(-c2ccccc2Br)n1	4	2
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2ccccc2)ccc1O	4	4
 COc1ccc(CCN(C)CCCC(CNC(=O)C2CC(C)(C)N(O)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 O=C(O)c1nc(-c2cccc(Cl)c2)oc1-c1cccc(Cl)c1	6	2
 CC(C(=O)NCCc1ccccc1)c1cccc(C(OC(=O)NCCc2ccccc2)c2ccccc2)c1	6	3
 CCOC(=O)C1=C(C)N(NC(=O)OC(C)(C)C)C23c4cc5c(cc4CCN2Cc2c(ccc(OC)c2OC)C13)OCO5	4	4
 COc1ccc(/N=C/c2cc(OC)c(OC)c(OC)c2)cc1	4	2
 CC1CC(C)CN(CCCNC(=O)CCCN2C(=O)c3ccccc3C2=O)C1	2	3
 Cc1ccc(C(C)(C)C=CC(=O)c2ccc(Br)s2)cc1	6	3
 CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C	6	4
 CCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO	6	2
 CC(C)(C)c1ccc(NC(=O)c2sccc2-n2cccc2)cc1	4	2
 COc1cc(/C=C/C(=O)c2c(C)[n+]([O-])c3ccccc3[n+]2[O-])ccc1O	2	3
 CC(C)=CCc1c(O)c(CN2CCOCC2)c2oc3c(CN4CCCCCC4)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O	6	4
 CCOC(=O)COc1ccc(C(=O)/C=C/c2c(C)[nH]c3ccccc23)c(OC)c1	4	3
 CC(=O)NN=Cc1ccccc1OS(=O)(=O)c1ccc(C)cc1	2	2
 COc1ccc(C2CC(c3ccc4c(c3)OCO4)=Cc3n[nH]c(O)c32)cc1	4	3
 CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12	2	4
 CCCCCN(Cc1ccccc1)C(=O)c1cc(C)n(-c2ccc(C)cc2)c1C	6	2
 Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2	6	4
 Cc1ccc(NC(=O)C2C3C=CC(O3)C2C(=O)O)cc1C	2	4
 CC(C)=CCC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	3
 CCOC(=O)C1=C(C)N(NC(=O)OC(C)(C)C)C23c4cc5c(cc4CCN2Cc2c(ccc(OC)c2OC)C13)OCO5	4	4
 Cc1ccc(N(CC(=O)Nc2cc(C)cc(C)c2)S(C)(=O)=O)cc1	2	2
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O	2	4
 CC(C)COC(=O)C1=CC2CCC1C(c1ccc(CC(C)C)cc1)C2C(=O)O	4	4
 CC1(C)C=C(CNc2ccc3c(c2)Cc2cc(Br)ccc2-3)C(C)(C)N1[O]	6	3
 CCN(C)C(=O)N1CCN(C(=O)/C=C/c2ccc(F)cc2)C1=O	2	3
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)N(O)C(C)(C)C2)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 COC(=O)C(NP1(=S)Oc2ccccc2CN1c1ccc(N2Cc3ccccc3OP2(=S)NC(C(=O)OC)C(C)C)cc1)C(C)C	6	4
 CCOC(=O)C(NP1(=S)Oc2ccccc2CN1c1ccc(N2Cc3ccccc3OP2(=S)NC(C(=O)OC)C(C)C)cc1)C(C)C	4	4
 CC(=O)N(C)c1ccc(N=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1	4	3
 CC(=O)OC[C@@H]1CN(Cc2ccccc2)C[C@@H](ON2C(C)(C)CCCC2(C)C)[C@H]1c1ccccc1	6	4
 O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl	2	4
 CCOC(=O)C1=C(N)Oc2c(c(C)nn2C(=O)c2ccncc2)C1c1c(-c2ccc(C)cc2)[nH]c2ccc(Cl)cc12	4	4
 O=c1nc(-c2ccncc2)n(Cc2cccc(Cl)c2)c2ccccc12	4	2
 O=C(O)CCCc1nc2ccccc2c(=O)n1CC(=O)Nc1ccccc1F	2	2
 COc1ccc(-n2c(-c3ccc(F)cc3)nc(C)c2C)cc1OCc1ccccc1	6	2
 CC1=CC2C3CC(C=C3C)C2C1	2	4
 Cc1ccc(Cn2c3ccc(C(=O)O)cc3c(=O)n2CC(=O)Nc2nc(-c3cc(Cl)c(N)c(Cl)c3)cs2)cc1	6	3
 O=C(Oc1ccc2c(c1)OCO2)c1cccc(Cl)c1Cl	4	2
 CCOC(=O)C1=C(N)Oc2c(c(C)nn2C(=O)c2ccncc2)C1c1c(-c2ccc(C)cc2)[nH]c2ccc(Cl)cc12	4	4
 Cc1ccccc1CN1CCc2c(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)cccc2C1=O	6	3
 O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccc(Br)cc1	4	2
 CN(C)C(=O)c1cccc(-c2ccc(N3CCN(Cc4ccc(F)cc4)CC3)nc2)c1	4	2
 O=C(c1ccccc1NS(=O)(=O)c1cc(F)ccc1F)N1CCOCC1	2	2
 CC(CC1CCC1)N(C)CCOC(C)(c1ccccc1)c1ccccn1	4	3
 CC(C(=O)NC1CCCCC1)c1cccc(C(OC(=O)NC2CCCC2)c2ccccc2)c1	6	3
 O=C1/C(=C/c2ccccn2)CNC/C1=C\c1ccccn1	2	3
 CC1=CC(=O)C2(O1)c1c(cc(/C=C/c3ccc(O)c(O)c3)oc1=O)OC2c1ccc(O)c(O)c1	4	4
 Cc1ccc(-c2csc(N/N=C/c3ccc(Cl)cc3Cl)n2)cc1	6	2
 O=C1ON=C2C=C(c3ccc(Br)cc3)CC(c3cccc([N+](=O)[O-])c3)C12	4	4
 CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1	6	3
 CCOC(=O)C1=C(C)OC(N)=C(N)C1c1c(C)nn(-c2ccccc2)c1Br	2	3
 Nc1ccc(OCc2cc(F)ccc2F)c2ncccc12	4	2
 Cc1cc(C)n(C(=O)c2ccccc2)n1	2	2
 CC(C)=CCOc1cc(C(C)C)ccc1C	4	2
 Cc1ccc2[nH]c(=O)c(C#N)cc2c1	2	3
 Cc1cc(C2(c3cc(C)c(O)cc3-c3ccc(O)cc3)OS(=O)(=O)c3ccccc32)c(C)cc1O	6	3
 CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C	6	3
 CC1(C)CC(CNC(=O)CCC(=O)O)C(C)(C)N1[O]	2	4
 CC(C(=O)NC1CCCCC1)c1cccc(C(OC(=O)NC2CCCCC2)c2ccccc2)c1	6	3
 Cc1ccc(N2CCN(C(=S)c3ccc(C(C)(C)C)cc3)CC2)cc1	4	2
 O=S(=O)(CC1=NCCS1)C1=NNCC1c1ccc(Cl)cc1	2	4
 COc1ccc(C(=O)c2cc3ccc(OC)cc3oc2=O)cc1	4	2
 COc1ccc(-c2csc(N/N=C/c3ccc(F)cc3)n2)cc1	4	2
 Cc1ncn(-c2cc(C)c(C)c([N+](=O)[O-])c2O)n1	2	3
 COc1ccc(NC(=O)c2csc(-c3ccccc3F)n2)cc1	4	2
 CN(Cc1ccccc1)Cc1ccc(NC(=O)/C=C/c2ccc(Cl)cc2)cc1	6	2
 CN(C)C=Nc1ncn(-c2ccc(Br)s2)n1	2	3
 CCCCCCCNc1ccc(O)c(CNc2cccc3ccccc23)c1	6	2
 COc1ccc(Nc2cccc3c(C)c(C)sc23)cc1	6	2
 Cc1ccc(S(=O)(=O)c2c(C)cc(C)[nH]c2=O)cc1	2	2
 O=C(O)C=Cc1ccc(C=CC(=O)O)cc1	2	2
 CCN(CC(=O)Nc1ccc(OC)cc1)C(=O)c1cc(COc2ccc(C)cc2)on1	4	2
 Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O	2	2
 C(=NCc1cccc2ccccc12)c1ccccn1	4	2
 COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1	2	3
 O=C(CN1CCN(S(=O)(=O)c2ccc(F)cc2Cl)CC1)c1ccc(O)cc1	2	2
 CCCC[Sn](Cl)(Cl)CCCC	4	3
 CCOC(=O)c1cc(-c2ccc(OC)cc2)n[nH]1	2	2
 C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O	4	4
 COc1ccc(-c2cc(=O)n3cccc(O)c3n2)cc1	2	2
 O=C(O)c1ccccc1NC(=O)c1ccccc1Sc1ccccc1Br	6	2
 COc1cc2c(cc1OC)-c1c(OC)c(OC)c(CNC(=O)/C=C/c3ccccc3O)c3c1C(C2)N(C)CC3	4	4
 CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3	4	4
 CCCCCCCCCCCCCCCCCCC(=O)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O	6	4
 O=C(c1ccccc1)c1cc(Cl)c(=O)n(Cc2ccc(F)cc2)c1	4	2
 COC(=O)C1=COC(C)C2CN3CCC4(C(=O)Nc5ccccc54)C3CC12	2	4
 Cc1ccc(-n2cc(-c3ccccc3)nn2)cc1C(=O)N1CCCCC1	4	2
 CCCCCCCCCCCCCBr	6	2
 COc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])c(OC)c1	2	3
 COc1cc(C(=O)O[C@@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2ccc(O)c(O)c2)cc(O)c1O	2	4
 CC1(C)N([O])C(c2ccc([N+](=O)[O-])cc2)=[N+]([O-])C1(C)C	2	3
 CC(C)=CCC[C@@H](C)C1=C(O)C(=O)C(C)=CC1=O	4	4
 CC(C(=O)N1CCCCC1)c1cccc(C(OC(=O)N2CCCCC2)c2ccccc2)c1	6	3
 CCOC(=O)C(=NCCc1cccnc1)n1cc(C(=O)c2ccccc2OC)nn1	2	3
 COC(=O)C1=NNc2cc(-c3ccccc3)nn2C1(O)C(F)(F)F	2	4
 Cc1ccc(-c2nsc(-c3ccc(C)cc3)n2)cc1	6	2
 CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1	4	3
 O=C(c1cccc(C(F)(F)F)c1)N1CCC(O)(c2ccccc2)CC1	4	2
 COc1ccc2oc(=O)c(C(=O)Nc3ccc(-c4nc5ccccc5[nH]4)cc3)cc2c1	4	2
 Cc1nc2scc(C)n2c(=O)c1C(=O)OCC(=O)NC1CCCC(C)C1C	2	4
 COc1cccc(C(=O)c2sc(Nc3ccc(Cl)cc3)c(C(=O)O)c2C)c1	6	2
 CC(=O)c1ccc2nc(NCCCCOc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)sc2c1	6	3
 COc1cccc(NC(=O)c2cccc(Nc3cc(-c4ccc(OC)cc4C)nc4ccccc34)c2)c1	6	2
 COc1ccc(CC2SC(=NN=Cc3ccco3)NC2=O)cc1	2	4
 CC=C1COC(C(=O)NCCN2CCCC2)(C(F)(F)F)C=C1C=C1CCCCC1	4	4
 O=c1c2ccccc2[se]n1-c1ccc2cccc(O)c2n1	2	3
 O=[N+]([O-])c1cccc2c1NCC1C2=NN(c2ccccc2)C1c1ccc(Br)cc1	6	3
 COC(=O)c1sccc1NC(=O)c1ccccc1Br	4	2
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)/C=C/c2ccc(Br)cc2)ccc1O	6	4
 O=C(c1ccc2ccccc2c1O)C(c1ccccc1)c1ccccc1	6	2
 Fc1ccc(-c2csc(N/N=C/c3ccc(Cl)cc3Cl)n2)cc1	6	2
 IC(I)I	2	4
 O=C(Nc1ccccc1)Nc1nc(-c2cc3cc(Br)ccc3o2)cs1	6	2
 O=S(=O)(CC1=NCCO1)c1c[nH]cc1S(=O)(=O)c1ccc(Cl)cc1	2	3
 Cc1nc2[nH]c(=O)c3c(n2n1)NC1=C(C(=O)CC(C)(C)C1)C3c1ccccc1	2	4
 Cc1[nH]n(C(=O)c2ccc(Br)cc2)c(=O)c1Br	2	3
 Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]	2	2
 CC(=O)[C@H]1[C@H](OCC(C)O)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	4	2
 C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)c2ccccc2Cl)C[C@H]1C(=C)C	6	4
 Cc1cc(/N=C/c2cc(Br)c(O)c(Br)c2)c(C(C)C)cc1O	6	3
 Cc1cccc2nc(-c3ccc(C(=O)N/N=C/c4ccccc4)cc3)[nH]c12	4	2
 CCCCCCCCCCCC(=O)O[C@@H]1C[Se][Se]C[C@H]1O	2	4
 COc1cc2c(c(OC)c1O)[C@@H]1c3c(cc(OC)c(O)c3OC)OC[C@H](C2)[C@@H]1CO	2	4
 Cc1coc2c(O)c3oc(=O)cc(C)c3cc12	4	3
 CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=C2c3ccccc3S(=O)(=O)N2CC1	4	4
 COc1ccc(OC2C(=O)N(c3cccc(C)c3C)C2c2ccc(OC)c(OC)c2)cc1	4	3
 CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1	4	3
 CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1	4	3
 CC(=O)N1N=C(c2ccc(-n3nc(C)n(N)c3=O)cc2)CC1c1ccccc1Cl	2	3
 CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	4
 COc1ccccc1NS(=O)(=O)c1ccc(N=Nc2c(C)[nH]n(-c3ccccc3)c2=O)c([N+](=O)[O-])c1	4	3
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2ccccc2)ccc1O	4	4
 NN=C(c1ccccc1)c1cccc(Cl)n1	2	2
 Oc1ccnc2ccccc12	2	2
 CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12	2	4
 O=C(O)c1cc(-c2ccccc2Cl)n(-c2ccc(F)cc2)n1	4	2
 COc1cc([C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2cc(OC)c(O[C@@H](CO)[C@H](O)c3cccc(O)c3OC)c(OC)c2)ccc1O	4	4
 CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12	2	4
 CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	2	4
 CCCC(=O)O[C@@H]1C[Se][Se]C[C@H]1O	2	4
 COc1cc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Nc2ccc(Br)cc2)ccc1O	6	3
 Cc1cccc(Nc2ccccc2C(=O)OC/C=C/c2ccccc2)c1C	6	2
 O=C(Nc1nc(-c2ccc(F)c([N+](=O)[O-])c2)cs1)c1ccccc1F	4	2
 COc1ccc(-c2cc(C(F)(F)F)nc(-c3ccc(S(N)(=O)=O)cc3)n2)cc1	4	2
 C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C	4	4
 O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl	6	2
 CCCOC(CC)OCC(C)O	2	3
 O=C(Nc1ccccc1OCCCn1ccnc1)c1ccc(Cl)cc1	4	2
 COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2c(Cl)cccc2Cl)ccc1O	6	4
 COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC(=O)[C@H](C)NC(=O)OC1CC(C)(C)N([O])C(C)(C)C1	4	4
 CCOC(=O)C1(Cc2cccc(Cl)c2)CCCN(C(=O)C(C)O)C1	4	3
 COc1cc(/C=N/Nc2ccccc2Cl)cc(OC)c1OC	4	2
 Cc1ccc(C)c(C(C)C(=O)O)c1	2	3
 CCCC[Sn](CCCC)(OC)OC	2	3
 CCCCc1nc2cc(C(=O)OCC)ccc2s1	4	2
 N#CC(=Cc1ccco1)C(=O)NCc1ccccc1	2	2
 COc1cc(CCN(CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)CC2=CC(C)(C)NC(C)(C)C2)ccc1C	6	4
 CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	2	4
 COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@@H](c2ccc(O)c(OC)c2)[C@H](CO)O4)[C@@H](O)C3=O)ccc1O	4	4
 O=C1Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2[C@]12c1c(O)cc(O)cc1O[C@@H]2c1ccc(O)cc1	6	4
 CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1	2	4
 COc1ccc(-c2c(C)c3cc(Br)ccc3oc2=O)cc1OC	6	2
 CC(C)=CCC[C@@H](C)C1=C(O)C(=O)C(C)=C(NCCc2c[nH]c3ccccc23)C1=O	6	4
 COc1ccc(/C=C/C(=O)N2CCCC2=O)cc1	2	2
 COc1ccc(NC(=O)COC(=O)CNS(=O)(=O)C=Cc2ccccc2)c(OC)c1	2	2
 O=C(NC=Cc1ccco1)c1ccccc1	2	2
 COc1c(O)ccc(C(C)=O)c1O	2	2
 Cc1ccc(C)c(NC(=O)CN(C)C(=O)COc2ccc(F)cc2Br)c1	4	2
 CC(C(=O)NCc1ccccc1)c1cccc(C(OC(=O)NCc2ccccc2)c2ccccc2)c1	6	3
 COc1cc(O)c(C(C)=O)cc1Br	2	2
 Cc1ccc(N2CCN(C(=S)Nc3ccccc3C(=O)NC3CCCC3)CC2)c(C)c1	4	2
 O=C(c1cc(-c2ccc(Br)s2)on1)N1CCOCC1	2	3
 CC(C(=O)N1CCCCC1)c1cccc(C(OC(=O)N2CCCCC2)c2ccccc2)c1	6	3
 O=C(Oc1ccc2c(c1)OCO2)c1c(Cl)cccc1Cl	4	2
 COc1cc(C2CC(c3c(C)[n+]([O-])c4ccccc4[n+]3[O-])=NN2)cc(OC)c1OC	2	3
 CCOP(=O)(OCC)C(C)(C)/[N+]([O-])=C/c1c(C)cccc1C	4	3
 COc1ccc(-c2cc3cc(F)cc(Cl)c3[nH]2)cc1OC	4	2
 CCCCCCCCCCCCCOc1cc(OC)ccc1C(C)=O	6	2
 COc1ccc(Nc2nc(-c3ccccc3)c3cc(C)ccc3n2)cc1OC	6	2
 Cc1ccc(CN(C)CCCCCCOc2cc(O)c3c(=O)cccc-3oc2=O)cc1	6	2
 COc1cc2c(cc1O)C1(O)c3ccccc3C(=O)N1CC2	2	3
 CCCCC(CC)COCC1CO1	2	3
 CCCCCCCCC=CCCCCCCCC(=O)OC	6	2
 CCCN(CCN1CCN(c2ccc3[nH]ccc3c2)CC1)C1CCc2nc(N)sc2C1	4	3
 COc1cccc(C(C(=O)NS(=O)(=O)c2ccccn2)N2CCc3c2cccc3N(CC(=O)O)S(=O)(=O)c2c(C)cc(C)cc2C)c1	4	4
 O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)(Cl)Cl	4	4
 CC(C)(C)OC(=O)N[C@@H](CCCNC(=N)NC(=O)COc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2O)cc1)C(=O)O	2	4
 COc1cccc(S(=O)(=O)/C=C/c2ccccc2Cl)c1	4	2
 O=C(NC(=O)c1ccccc1C12CC3CC(CC(C3)C1)C2)c1ccccc1	4	4
 CCOc1ccc([C@@H]2N[C@H](c3ccc(OC)cc3)[C@@H]3CCC[C@H]2/C3=N/OC)cc1	6	4
 Cc1cc2ccccc2nc1NC(=O)c1ccc(C=C(Cl)Cl)cc1	6	2
 CCCOC(=O)C1=C(C)N=c2sc(=Cc3cccc([N+](=O)[O-])c3O)c(=O)n2C1c1ccc(OC)cc1OC	4	4
 Cc1ccc(NC(=O)NCCN2CCN(CCOC(=O)c3ccc(C(C)(C)C)cc3)CC2)cc1NC(=O)c1c(C)noc1C	4	3
 CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	6	4
 N#Cc1cccnc1N1CCN(c2nc(Nc3cccc(C(F)(F)F)c3)nc(Nc3ccc(F)c(Cl)c3)n2)CC1	6	3
 CC(C)(C)c1ccc(C(=O)N/N=C/c2ccc(O)cc2)cc1	4	2
 COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O	4	4
 Cc1ccccc1-c1oc2ccccc2c(=O)c1C	4	2
 Nc1ccc(S(=O)(=O)c2ccc(N)s2)cc1	2	2
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)/C=C/c2ccc(Cl)cc2)ccc1O	6	4
 COc1ccc(CN(Cc2cccc(OC)c2)c2ccc(N(Cc3ccc(O)cc3)Cc3ccc(O)c(OC)c3)cc2)cc1	6	2
 COc1ccc(-c2cc(C(C)=Cc3ccccc3)c3ccccc3n2)cc1	6	2
