SMILES: O=C1CCO1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: COC(C)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCCNCCNCCN, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC=CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)(C)OOC(C)(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: S=C1NCCN1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)C(N)=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CN(C)C, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCCCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)C1CN1C(=O)O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC=C(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C[N+](=O)[O-], logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC=C(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCCN, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: c1ccncc1, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: COC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCCC=O, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(=O)C=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC=C(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=C(C)C=O, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C1COCCN1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=C(C)CCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=COC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CNC, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: ClC=CCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC1(C)C(=O)NC(=O)NC1=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=COC(C)(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: N#CCCN, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: COCC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: Clc1ccccn1, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: c1ccncc1, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC=C(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: ClCCCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(=O)CNC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC=C(Cl)Cl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=C(C)CCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=C(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: O=CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC=CCC=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: COCCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C1COCCN1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCC(O)CO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC=CCC=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: Cc1cscn1, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCS, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCS, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: COCCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCCS, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CN, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CCCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(=O)NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)c1ccn[nH]1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=C(Cl)Cl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: ClCCCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CNC, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCC=CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: O=Nc1ccccc1, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCC(O)CO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: O=C1CCO1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=NN1CCOCC1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCCC=O, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)=CCCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC=C(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCCC=O, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC=C(Cl)Cl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=C(C)CCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(=O)OC, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: Cn1cnc(N)n1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCC(O)CO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)=CCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CN, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)C(=O)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: COCC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCCCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC=C(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)OC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC(N)=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: c1ccncc1, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=CCCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCC(O)CO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: COCCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)(N)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCCCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: ClCCCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C1COCCN1, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C1OCCO1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: COC(=O)CC#N, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC=CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCCN, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC(N)=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=C(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CS, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C1OCCO1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCCCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NNCC(=O)O, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCN, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: COCC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)OC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=C(C)CCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NC(N)=S, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CN, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=NN1CCNCC1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=CCC=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)OC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCC1CCCO1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C1CCO1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=C(Cl)Cl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCC=CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)Cl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CN(C)C, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC1CNC(=O)N1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCC(O)CO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CN1CCOC1=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: O=NN1CCOCC1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(=O)C=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCC(O)CO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCCS, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: COC(N)=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC=CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCCl, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(O)CN, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)=CCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: O=C(O)C=CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NC(=O)NCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC(=C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)=CCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: O=NN1CCNCC1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: N#CCN, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CS, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCC=CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCC=CC=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC=C(Cl)Cl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: O=C(O)CCC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: COC, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=C(C)CCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=C(Cl)Cl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: COC(=O)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: S=C1NCCN1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCc1cnc[nH]1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCC(O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: ClCCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)N, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)=CCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCCCCN, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
